Index,Label
1298,Sliding Two Fingers Left
1299,Pushing Hand Away
1300,Sliding Two Fingers Left
1301,Zooming Out With Two Fingers
1302,Turning Hand Counterclockwise
1306,Swiping Left
1307,Sliding Two Fingers Left
1308,Sliding Two Fingers Down
1309,Doing other things
1310,Swiping Down
1311,Zooming In With Full Hand
1312,Sliding Two Fingers Up
1313,Sliding Two Fingers Down
1314,Sliding Two Fingers Up
1315,Rolling Hand Forward
1316,Turning Hand Counterclockwise
1317,Sliding Two Fingers Down
1318,Zooming Out With Full Hand
1319,Zooming Out With Two Fingers
1320,Sliding Two Fingers Down
1321,Doing other things
1322,Swiping Left
1323,Sliding Two Fingers Right
1324,Pulling Two Fingers In
1325,Rolling Hand Backward
1326,No gesture
1327,Thumb Up
1328,Turning Hand Clockwise
1329,Zooming In With Two Fingers
1330,Zooming In With Full Hand
1331,Rolling Hand Forward
1333,Sliding Two Fingers Down
1334,Sliding Two Fingers Left
1335,Shaking Hand
1336,Zooming In With Two Fingers
1337,Doing other things
1338,Swiping Right
1339,Swiping Down
1340,Swiping Up
1341,Zooming In With Full Hand
1342,Pushing Two Fingers Away
1343,Zooming In With Full Hand
1344,Swiping Right
1345,Turning Hand Clockwise
1347,Swiping Right
1348,Rolling Hand Forward
1349,Pulling Two Fingers In
1350,Doing other things
1351,Pushing Two Fingers Away
1352,Sliding Two Fingers Left
1353,Thumb Up
1354,Doing other things
1355,Rolling Hand Backward
1356,Pulling Two Fingers In
1357,Thumb Up
1358,Pushing Two Fingers Away
1359,Rolling Hand Forward
1360,Sliding Two Fingers Up
1361,Thumb Up
1362,Zooming Out With Full Hand
1363,Zooming In With Two Fingers
1364,Pulling Hand In
1365,Sliding Two Fingers Left
1367,Stop Sign
1368,Zooming Out With Full Hand
1369,Pulling Two Fingers In
1370,Swiping Right
1372,Pulling Two Fingers In
1373,Pulling Hand In
1374,Turning Hand Counterclockwise
1375,Doing other things
1376,Zooming Out With Two Fingers
1377,Zooming Out With Full Hand
1378,Zooming Out With Full Hand
1379,Rolling Hand Backward
1380,Thumb Up
1381,Doing other things
1382,Swiping Right
1383,No gesture
1385,Drumming Fingers
1386,Turning Hand Clockwise
1387,Rolling Hand Forward
1388,Turning Hand Clockwise
1389,Sliding Two Fingers Up
1390,Turning Hand Clockwise
1391,Doing other things
1392,Pushing Two Fingers Away
1393,No gesture
1394,Drumming Fingers
1395,Pulling Hand In
1396,Doing other things
1397,Sliding Two Fingers Down
1398,Sliding Two Fingers Right
1399,Swiping Right
1400,Swiping Up
1401,Zooming Out With Full Hand
1402,Zooming Out With Two Fingers
1403,Swiping Down
1405,Pulling Hand In
1406,Stop Sign
1407,Pushing Hand Away
1408,Drumming Fingers
1409,Swiping Left
1410,Rolling Hand Forward
1411,Doing other things
1412,Pulling Two Fingers In
1413,Sliding Two Fingers Left
1414,Turning Hand Clockwise
1415,Zooming Out With Full Hand
1416,Zooming Out With Two Fingers
1418,Rolling Hand Backward
1419,Zooming Out With Full Hand
1420,Pushing Hand Away
1421,Sliding Two Fingers Down
1422,Doing other things
1423,Pushing Two Fingers Away
1425,Swiping Down
1426,Doing other things
1428,Swiping Down
1429,Pushing Hand Away
1430,Rolling Hand Forward
1431,Drumming Fingers
1432,Thumb Up
1434,Doing other things
1435,Shaking Hand
1436,Doing other things
1437,Pushing Hand Away
1438,Shaking Hand
1439,Pushing Two Fingers Away
1440,Swiping Down
1441,Sliding Two Fingers Right
1443,Swiping Down
1444,Swiping Down
1445,Sliding Two Fingers Down
1446,Zooming In With Full Hand
1447,Thumb Up
1448,Pulling Two Fingers In
1449,No gesture
1450,Sliding Two Fingers Left
1451,Drumming Fingers
1452,Pulling Hand In
1453,Drumming Fingers
1454,Pulling Two Fingers In
1455,Sliding Two Fingers Right
1456,Zooming Out With Two Fingers
1457,Doing other things
1458,Swiping Left
1459,Drumming Fingers
1460,No gesture
1461,Swiping Left
1462,Pushing Hand Away
1463,Pushing Hand Away
1464,Shaking Hand
1465,Sliding Two Fingers Up
1466,Sliding Two Fingers Up
1467,Thumb Down
1469,Sliding Two Fingers Left
1470,Thumb Up
1471,Zooming Out With Full Hand
1472,Thumb Down
1473,No gesture
1474,Swiping Left
1475,Zooming Out With Full Hand
1476,Swiping Right
1477,Shaking Hand
1478,Thumb Up
1479,Stop Sign
1480,Zooming Out With Full Hand
1481,Swiping Right
1482,Shaking Hand
1483,Swiping Up
1484,Sliding Two Fingers Up
1486,Zooming In With Full Hand
1487,Zooming Out With Two Fingers
1489,Zooming In With Full Hand
1490,Zooming Out With Two Fingers
1491,Pushing Hand Away
1492,Sliding Two Fingers Right
1493,Stop Sign
1494,Turning Hand Counterclockwise
1495,Thumb Down
1496,Sliding Two Fingers Right
1497,Swiping Left
1499,Pulling Two Fingers In
1501,No gesture
1502,Swiping Down
1503,Doing other things
1505,Rolling Hand Forward
1506,Drumming Fingers
1507,Pushing Hand Away
1508,Pulling Hand In
1509,Sliding Two Fingers Right
1510,Zooming In With Full Hand
1511,Swiping Up
1512,Zooming Out With Two Fingers
1513,Sliding Two Fingers Down
1514,Turning Hand Counterclockwise
1515,Swiping Up
1516,Zooming In With Two Fingers
1517,Sliding Two Fingers Left
1518,Zooming Out With Two Fingers
1520,Zooming In With Full Hand
1521,Doing other things
1522,Zooming Out With Two Fingers
1523,Turning Hand Counterclockwise
1524,Sliding Two Fingers Left
1525,Sliding Two Fingers Left
1526,Pulling Hand In
1527,Stop Sign
1528,Drumming Fingers
1529,Zooming Out With Two Fingers
1530,No gesture
1531,Sliding Two Fingers Right
1532,Sliding Two Fingers Right
1533,Doing other things
1534,Zooming Out With Two Fingers
1535,Swiping Right
1536,Pulling Hand In
1537,Zooming Out With Two Fingers
1538,Doing other things
1539,Rolling Hand Backward
1541,Turning Hand Counterclockwise
1542,Swiping Left
1543,Doing other things
1544,Sliding Two Fingers Down
1546,Sliding Two Fingers Up
1547,Sliding Two Fingers Right
1548,Turning Hand Counterclockwise
1549,Turning Hand Counterclockwise
1550,Pushing Hand Away
1551,Sliding Two Fingers Up
1552,Doing other things
1553,Sliding Two Fingers Down
1554,Sliding Two Fingers Left
1555,Zooming Out With Two Fingers
1556,Rolling Hand Forward
1557,Sliding Two Fingers Left
1558,Doing other things
1559,Pushing Two Fingers Away
1560,Swiping Right
1561,Sliding Two Fingers Up
1562,Turning Hand Clockwise
1563,Zooming Out With Two Fingers
1564,Swiping Down
1565,Zooming In With Two Fingers
1566,Pulling Two Fingers In
1567,Doing other things
1568,Pulling Hand In
1569,Zooming In With Two Fingers
1570,Sliding Two Fingers Down
1571,Swiping Down
1573,Pushing Hand Away
1574,Sliding Two Fingers Right
1575,Stop Sign
1576,Rolling Hand Backward
1577,Thumb Down
1580,Doing other things
1581,Rolling Hand Backward
1582,Swiping Down
1583,Pushing Hand Away
1586,Turning Hand Counterclockwise
1587,Swiping Up
1588,Doing other things
1589,Sliding Two Fingers Left
1591,Turning Hand Clockwise
1592,Sliding Two Fingers Left
1593,Thumb Down
1594,Thumb Down
1597,Doing other things
1598,Shaking Hand
1600,Pushing Two Fingers Away
1601,Zooming Out With Full Hand
1602,Thumb Down
1603,Turning Hand Counterclockwise
1604,Shaking Hand
1605,Rolling Hand Backward
1607,Swiping Up
1608,Zooming In With Two Fingers
1609,No gesture
1610,Swiping Down
1611,Sliding Two Fingers Left
1612,Zooming Out With Full Hand
1614,Rolling Hand Backward
1615,Swiping Down
1616,Thumb Up
1617,Zooming In With Full Hand
1618,Pushing Hand Away
1619,Swiping Down
1620,Doing other things
1621,Sliding Two Fingers Right
1622,Rolling Hand Backward
1623,Zooming In With Two Fingers
1624,Doing other things
1625,Zooming Out With Full Hand
1627,Sliding Two Fingers Right
1628,Pulling Two Fingers In
1629,Doing other things
1630,Swiping Up
1631,Doing other things
1632,Zooming Out With Two Fingers
1633,Swiping Up
1634,Swiping Down
1635,Swiping Right
1636,Rolling Hand Backward
1637,Pulling Two Fingers In
1638,Doing other things
1639,Doing other things
1640,Swiping Down
1641,Swiping Up
1642,Rolling Hand Backward
1643,Zooming Out With Two Fingers
1644,Zooming Out With Full Hand
1645,Swiping Down
1646,Doing other things
1648,Thumb Up
1649,Pushing Hand Away
1650,Thumb Down
1651,Zooming In With Two Fingers
1652,Zooming Out With Full Hand
1653,Doing other things
1654,Zooming Out With Two Fingers
1655,Sliding Two Fingers Up
1656,Zooming In With Full Hand
1657,Stop Sign
1659,Pulling Hand In
1660,Shaking Hand
1661,Pushing Two Fingers Away
1662,Sliding Two Fingers Right
1663,Zooming In With Two Fingers
1664,Zooming In With Full Hand
1665,Sliding Two Fingers Up
1667,Thumb Down
1668,Turning Hand Clockwise
1669,Thumb Down
1670,Pulling Two Fingers In
1671,Doing other things
1672,Pulling Two Fingers In
1673,Drumming Fingers
1674,Pulling Hand In
1675,Drumming Fingers
1677,Sliding Two Fingers Left
1678,Pushing Two Fingers Away
1679,Turning Hand Clockwise
1680,Zooming In With Two Fingers
1681,Sliding Two Fingers Up
1682,Pushing Two Fingers Away
1683,Rolling Hand Backward
1684,Doing other things
1685,Zooming In With Full Hand
1687,Zooming Out With Full Hand
1688,Thumb Down
1689,Pushing Hand Away
1690,Pulling Two Fingers In
1691,Zooming Out With Two Fingers
1693,Doing other things
1694,Swiping Right
1695,Swiping Right
1697,Stop Sign
1698,Sliding Two Fingers Up
1700,Stop Sign
1701,Swiping Up
1702,Sliding Two Fingers Left
1703,Swiping Up
1704,Thumb Down
1705,Pulling Two Fingers In
1706,Pushing Two Fingers Away
1707,Pushing Two Fingers Away
1708,Pushing Hand Away
1709,Pulling Two Fingers In
1710,Doing other things
1711,Sliding Two Fingers Down
1712,Zooming Out With Two Fingers
1713,Swiping Down
1714,Pushing Two Fingers Away
1715,Doing other things
1716,Rolling Hand Forward
1717,Doing other things
1718,Thumb Down
1719,Sliding Two Fingers Right
1720,Rolling Hand Backward
1721,Sliding Two Fingers Right
1722,Swiping Left
1723,Turning Hand Clockwise
1724,Swiping Left
1725,Doing other things
1727,No gesture
1728,Doing other things
1729,Turning Hand Counterclockwise
1730,Pulling Two Fingers In
1731,Zooming Out With Full Hand
1732,Sliding Two Fingers Left
1733,Zooming Out With Two Fingers
1734,Sliding Two Fingers Right
1735,No gesture
1736,Swiping Left
1738,Pushing Hand Away
1739,Rolling Hand Backward
1740,Doing other things
1741,Sliding Two Fingers Right
1742,Zooming In With Two Fingers
1743,Swiping Left
1744,Thumb Down
1745,Doing other things
1746,Thumb Up
1747,Doing other things
1748,Zooming Out With Two Fingers
1749,Thumb Down
1750,Doing other things
1752,Zooming In With Two Fingers
1753,Drumming Fingers
1755,Sliding Two Fingers Down
1756,Thumb Up
1757,Swiping Right
1758,Swiping Down
1759,Doing other things
1760,Zooming Out With Two Fingers
1761,Zooming In With Full Hand
1762,Sliding Two Fingers Right
1763,Stop Sign
1765,No gesture
1766,Shaking Hand
1768,Rolling Hand Forward
1769,Pulling Hand In
1771,Sliding Two Fingers Up
1772,Shaking Hand
1773,Swiping Left
1774,Pulling Hand In
1776,Swiping Down
1777,Pulling Two Fingers In
1778,Zooming In With Two Fingers
1779,Pushing Two Fingers Away
1780,Pushing Two Fingers Away
1781,Swiping Up
1782,Zooming In With Two Fingers
1784,Pushing Two Fingers Away
1785,Sliding Two Fingers Right
1787,Swiping Up
1788,Pushing Two Fingers Away
1789,Turning Hand Counterclockwise
1790,Rolling Hand Backward
1791,Zooming Out With Two Fingers
1792,Sliding Two Fingers Down
1793,Sliding Two Fingers Left
1794,Swiping Up
1795,Swiping Down
1796,Pulling Hand In
1799,Doing other things
1800,Doing other things
1801,Swiping Down
1802,Shaking Hand
1803,Pulling Two Fingers In
1804,Doing other things
1805,Swiping Up
1806,Swiping Down
1807,Thumb Down
1808,Sliding Two Fingers Right
1809,Pushing Two Fingers Away
1811,Rolling Hand Backward
1813,Sliding Two Fingers Left
1815,Swiping Up
1816,Thumb Up
1817,Turning Hand Clockwise
1818,Doing other things
1819,Zooming In With Two Fingers
1820,Thumb Up
1821,Rolling Hand Backward
1822,Sliding Two Fingers Left
1823,Thumb Down
1824,Swiping Up
1825,Pulling Hand In
1826,Sliding Two Fingers Up
1827,Zooming Out With Full Hand
1828,Swiping Left
1829,Zooming Out With Full Hand
1830,Shaking Hand
1831,Sliding Two Fingers Down
1832,Thumb Up
1833,Thumb Down
1834,Doing other things
1835,Thumb Up
1836,Swiping Right
1837,Doing other things
1838,Pushing Two Fingers Away
1839,Sliding Two Fingers Up
1841,Sliding Two Fingers Right
1842,Pushing Two Fingers Away
1843,Zooming In With Two Fingers
1844,Rolling Hand Forward
1845,Doing other things
1846,Sliding Two Fingers Up
1847,No gesture
1848,Doing other things
1849,Pushing Hand Away
1851,No gesture
1852,Doing other things
1853,Swiping Right
1854,Doing other things
1855,Zooming Out With Full Hand
1856,Turning Hand Clockwise
1857,Stop Sign
1858,Doing other things
1859,Sliding Two Fingers Right
1860,Turning Hand Counterclockwise
1861,Swiping Up
1862,Swiping Up
1863,Swiping Up
1865,Thumb Down
1866,Thumb Up
1867,Sliding Two Fingers Up
1868,Shaking Hand
1869,Zooming In With Two Fingers
1870,Turning Hand Clockwise
1871,Rolling Hand Forward
1872,Swiping Up
1874,Sliding Two Fingers Up
1875,Shaking Hand
1876,Shaking Hand
1877,Stop Sign
1878,Stop Sign
1879,Sliding Two Fingers Left
1880,Zooming Out With Full Hand
1881,Drumming Fingers
1882,Pushing Hand Away
1883,Swiping Down
1884,No gesture
1885,Pulling Hand In
1886,Swiping Left
1887,Sliding Two Fingers Left
1888,Swiping Left
1889,Rolling Hand Backward
1890,Shaking Hand
1891,Thumb Up
1892,Pulling Hand In
1893,Sliding Two Fingers Left
1894,Pushing Hand Away
1895,Sliding Two Fingers Up
1896,Shaking Hand
1897,Swiping Down
1898,Sliding Two Fingers Right
1899,Zooming In With Two Fingers
1900,Rolling Hand Forward
1901,Swiping Left
1902,Sliding Two Fingers Right
1903,Swiping Left
1904,No gesture
1905,Drumming Fingers
1906,Thumb Up
1908,Turning Hand Counterclockwise
1909,Zooming In With Two Fingers
1910,Doing other things
1912,Pulling Two Fingers In
1913,Doing other things
1914,No gesture
1915,Swiping Down
1916,Thumb Down
1917,Sliding Two Fingers Right
1918,Zooming Out With Full Hand
1919,Rolling Hand Backward
1920,Stop Sign
1921,Doing other things
1922,Sliding Two Fingers Up
1923,Pulling Hand In
1924,Stop Sign
1925,Zooming Out With Two Fingers
1926,Swiping Right
1927,Sliding Two Fingers Down
1928,Thumb Down
1929,Turning Hand Counterclockwise
1930,Thumb Up
1931,Turning Hand Counterclockwise
1932,Sliding Two Fingers Right
1933,Thumb Down
1935,Rolling Hand Backward
1936,Pushing Two Fingers Away
1937,Rolling Hand Backward
1938,Sliding Two Fingers Left
1939,Pulling Hand In
1940,No gesture
1941,Shaking Hand
1942,Turning Hand Clockwise
1944,No gesture
1945,Swiping Right
1946,Sliding Two Fingers Right
1947,Doing other things
1948,Swiping Up
1949,Thumb Down
1950,Zooming Out With Two Fingers
1951,Sliding Two Fingers Left
1952,Zooming Out With Two Fingers
1953,Zooming Out With Two Fingers
1954,Swiping Down
1955,Sliding Two Fingers Up
1956,Sliding Two Fingers Up
1957,Sliding Two Fingers Left
1959,Swiping Up
1960,Zooming In With Two Fingers
1961,Zooming Out With Two Fingers
1963,Swiping Up
1964,Sliding Two Fingers Left
1965,Thumb Up
1966,Sliding Two Fingers Down
1967,Pushing Hand Away
1968,Rolling Hand Backward
1969,Thumb Up
1970,Thumb Down
1971,Swiping Right
1972,Thumb Down
1973,Sliding Two Fingers Left
1975,No gesture
1976,Zooming Out With Two Fingers
1977,Pulling Hand In
1978,Sliding Two Fingers Up
1979,Swiping Down
1980,Pushing Hand Away
1982,Rolling Hand Forward
1983,Rolling Hand Backward
1984,Thumb Up
1985,Swiping Up
1986,Pulling Hand In
1987,Zooming In With Full Hand
1988,Sliding Two Fingers Down
1989,Swiping Up
1990,Doing other things
1991,Zooming In With Two Fingers
1994,Pulling Hand In
1996,Shaking Hand
1997,Sliding Two Fingers Right
1998,Thumb Up
1999,Rolling Hand Forward
2000,Zooming In With Full Hand
2001,Sliding Two Fingers Down
2002,Doing other things
2003,Sliding Two Fingers Down
2004,No gesture
2006,Sliding Two Fingers Right
2008,Swiping Down
2009,Swiping Right
2010,No gesture
2011,Sliding Two Fingers Down
2012,Sliding Two Fingers Left
2013,Zooming Out With Full Hand
2014,Stop Sign
2015,Thumb Up
2016,Doing other things
2017,Zooming Out With Full Hand
2018,Thumb Up
2019,Shaking Hand
2020,Thumb Up
2021,Zooming In With Full Hand
2022,Swiping Left
2023,Zooming Out With Two Fingers
2024,Zooming Out With Full Hand
2025,Zooming Out With Full Hand
2026,Sliding Two Fingers Left
2028,Rolling Hand Forward
2029,Swiping Left
2030,No gesture
2031,Rolling Hand Backward
2032,Pushing Hand Away
2034,Thumb Up
2035,Pushing Hand Away
2036,Zooming In With Two Fingers
2037,Rolling Hand Forward
2038,Sliding Two Fingers Down
2039,Zooming In With Full Hand
2040,Swiping Left
2041,Swiping Down
2042,Stop Sign
2043,Turning Hand Clockwise
2044,Drumming Fingers
2045,Pulling Two Fingers In
2046,Sliding Two Fingers Right
2047,Swiping Left
2048,Rolling Hand Backward
2049,Zooming In With Two Fingers
2050,Rolling Hand Forward
2051,Swiping Up
2052,Swiping Left
2053,Pulling Hand In
2055,Pushing Two Fingers Away
2056,Pushing Hand Away
2057,Zooming Out With Two Fingers
2058,Pushing Two Fingers Away
2059,Zooming In With Two Fingers
2060,Doing other things
2061,Pulling Two Fingers In
2062,Swiping Down
2063,Sliding Two Fingers Right
2064,Zooming In With Full Hand
2065,Sliding Two Fingers Down
2066,No gesture
2067,Doing other things
2068,No gesture
2069,Shaking Hand
2070,Zooming In With Two Fingers
2071,Doing other things
2072,Zooming Out With Two Fingers
2073,Turning Hand Clockwise
2074,Thumb Up
2076,Turning Hand Counterclockwise
2078,Drumming Fingers
2079,Swiping Right
2081,Sliding Two Fingers Up
2082,Rolling Hand Backward
2083,No gesture
2084,Sliding Two Fingers Down
2085,Zooming Out With Two Fingers
2086,Sliding Two Fingers Left
2087,Zooming In With Full Hand
2089,Rolling Hand Backward
2090,Doing other things
2091,Pushing Two Fingers Away
2092,Pulling Two Fingers In
2093,Sliding Two Fingers Up
2095,Doing other things
2096,Pushing Hand Away
2097,Shaking Hand
