,Index,Label
2604,5214,Pulling Hand In
2606,33319,No gesture
2614,137058,Shaking Hand
2617,24504,Sliding Two Fingers Down
2619,97494,Pulling Hand In
2620,57921,Thumb Up
2622,25290,Pulling Hand In
2624,130623,Turning Hand Counterclockwise
2628,38308,Rolling Hand Forward
2635,36528,Sliding Two Fingers Left
2637,58563,Thumb Up
2639,122874,Sliding Two Fingers Left
2644,7394,No gesture
2647,121004,Sliding Two Fingers Right
2648,55348,Sliding Two Fingers Left
2652,13404,Sliding Two Fingers Down
2653,80412,Shaking Hand
2655,121530,Turning Hand Counterclockwise
2656,83248,Thumb Up
2658,35738,Pulling Hand In
2660,17567,Turning Hand Counterclockwise
2661,82491,Rolling Hand Forward
2665,72693,Sliding Two Fingers Right
2668,95728,No gesture
2669,31484,Sliding Two Fingers Right
2670,21867,Shaking Hand
2673,129155,Rolling Hand Forward
2674,16973,Shaking Hand
2675,53437,Rolling Hand Forward
2678,110086,Thumb Up
2679,113519,Sliding Two Fingers Right
2680,75135,Pushing Two Fingers Away
2684,120037,Pushing Two Fingers Away
2685,44297,Sliding Two Fingers Down
2691,103649,Thumb Up
2700,122708,Pulling Hand In
2701,118649,Shaking Hand
2702,128505,Rolling Hand Forward
2705,41220,Sliding Two Fingers Down
2707,32487,Pushing Two Fingers Away
2713,55424,Sliding Two Fingers Right
2714,114845,Thumb Up
2716,93194,Thumb Up
2717,37970,Sliding Two Fingers Left
2718,139047,Rolling Hand Forward
2722,93753,Rolling Hand Forward
2723,49248,Pushing Two Fingers Away
2729,56212,Pulling Hand In
2730,31886,Rolling Hand Forward
2732,28119,Pushing Two Fingers Away
2737,29292,Sliding Two Fingers Left
2738,114300,Rolling Hand Forward
2742,13143,No gesture
2746,86702,Rolling Hand Forward
2747,87845,Thumb Up
2749,28779,Sliding Two Fingers Down
2751,31265,Sliding Two Fingers Down
2755,43356,Sliding Two Fingers Down
2760,68923,Rolling Hand Forward
2762,79122,No gesture
2764,18825,Turning Hand Counterclockwise
2766,50323,Pushing Two Fingers Away
2767,26057,No gesture
2780,123416,Pulling Hand In
2782,30827,Sliding Two Fingers Down
2784,46037,Sliding Two Fingers Right
2787,132118,Thumb Up
2794,2190,Pushing Two Fingers Away
2797,34496,Turning Hand Counterclockwise
2799,90335,Rolling Hand Forward
2801,129928,No gesture
2807,25729,Shaking Hand
2808,37124,Thumb Up
2814,6883,Thumb Up
2815,35672,Turning Hand Counterclockwise
2816,243,Pushing Two Fingers Away
2817,74828,Sliding Two Fingers Right
2819,113737,Sliding Two Fingers Left
2820,81389,Pulling Hand In
2822,133989,Sliding Two Fingers Left
2828,124567,Pulling Hand In
2832,44938,Thumb Up
2833,146962,Pulling Hand In
2834,80039,Shaking Hand
2838,125265,Rolling Hand Forward
2840,124459,Shaking Hand
2844,129437,Turning Hand Counterclockwise
2845,57561,Sliding Two Fingers Right
2850,46375,Pushing Two Fingers Away
2852,88227,No gesture
2855,91515,Pushing Two Fingers Away
2858,80224,Rolling Hand Forward
2863,24209,Turning Hand Counterclockwise
2865,21405,Sliding Two Fingers Down
2867,95124,Sliding Two Fingers Right
2871,137522,Thumb Up
2872,124285,No gesture
2873,74526,Shaking Hand
2874,146866,No gesture
2875,46041,Pulling Hand In
2876,88801,Sliding Two Fingers Left
2878,97189,Pushing Two Fingers Away
2879,73213,Shaking Hand
2881,128926,Pulling Hand In
2888,37334,Pulling Hand In
2889,78976,Turning Hand Counterclockwise
2908,125022,Shaking Hand
2911,9334,Pulling Hand In
2912,62485,Thumb Up
2914,29468,No gesture
2917,30188,Pulling Hand In
2923,141366,Pushing Two Fingers Away
2926,92140,Sliding Two Fingers Right
2927,139616,Sliding Two Fingers Down
2930,104774,No gesture
2931,94595,Pulling Hand In
2932,23734,Pushing Two Fingers Away
2934,5152,Pushing Two Fingers Away
2935,112545,Rolling Hand Forward
2939,81961,Sliding Two Fingers Right
2940,135547,Pulling Hand In
2942,90861,Pushing Two Fingers Away
2943,47145,Turning Hand Counterclockwise
2947,48878,Pushing Two Fingers Away
2948,94907,Sliding Two Fingers Right
2956,127304,Sliding Two Fingers Down
2957,134766,Sliding Two Fingers Right
2963,96312,Shaking Hand
2965,64301,Thumb Up
2967,8111,Sliding Two Fingers Down
2968,15814,Rolling Hand Forward
2970,102257,No gesture
2971,63707,Turning Hand Counterclockwise
2973,83439,Sliding Two Fingers Left
2974,130061,Thumb Up
2978,10569,No gesture
2979,136832,Thumb Up
2982,142832,No gesture
2984,73033,Thumb Up
2987,40631,Pushing Two Fingers Away
2988,45405,Thumb Up
2989,10578,No gesture
2990,106542,Pulling Hand In
3001,125810,Turning Hand Counterclockwise
3003,79419,Pulling Hand In
3004,140804,Pushing Two Fingers Away
3010,75088,Sliding Two Fingers Down
3014,20319,Turning Hand Counterclockwise
3017,85480,Shaking Hand
3018,128533,Pulling Hand In
3028,115645,Sliding Two Fingers Down
3034,103481,Sliding Two Fingers Left
3035,31285,Sliding Two Fingers Down
3040,84260,Pulling Hand In
3041,15798,Pulling Hand In
3042,77519,Pushing Two Fingers Away
3044,3940,Rolling Hand Forward
3047,78586,Sliding Two Fingers Left
3050,34573,Turning Hand Counterclockwise
3054,55242,Sliding Two Fingers Right
3056,122325,No gesture
3057,93822,Sliding Two Fingers Down
3058,133997,Pushing Two Fingers Away
3063,57144,Sliding Two Fingers Left
3068,26999,Thumb Up
3070,125802,Sliding Two Fingers Right
3079,19385,Pulling Hand In
3086,50602,Sliding Two Fingers Right
3093,30461,Rolling Hand Forward
3097,135822,Turning Hand Counterclockwise
3098,2698,Sliding Two Fingers Right
3099,109950,Sliding Two Fingers Down
3106,3406,Shaking Hand
3113,39644,No gesture
3116,70303,Shaking Hand
3117,11141,Thumb Up
3120,4030,Sliding Two Fingers Left
3125,10294,Thumb Up
3126,116062,Turning Hand Counterclockwise
3128,60543,Thumb Up
3130,51414,Sliding Two Fingers Right
3132,49536,Sliding Two Fingers Down
3138,73150,Sliding Two Fingers Left
3143,106766,Sliding Two Fingers Down
3144,116519,Shaking Hand
3145,130597,Sliding Two Fingers Down
3146,31590,No gesture
3148,3000,Sliding Two Fingers Left
3154,109299,No gesture
3159,65259,Pulling Hand In
3161,128313,Rolling Hand Forward
3169,38162,Pulling Hand In
3171,142868,Pulling Hand In
3173,84018,Pulling Hand In
3175,110588,Sliding Two Fingers Down
3176,99559,Pulling Hand In
3178,87793,Thumb Up
3180,146375,Pushing Two Fingers Away
3182,13812,Rolling Hand Forward
3185,78122,Thumb Up
3191,59831,Rolling Hand Forward
3192,39637,Pushing Two Fingers Away
3193,80247,Turning Hand Counterclockwise
3194,121422,Rolling Hand Forward
3198,126020,Pushing Two Fingers Away
3199,21989,Turning Hand Counterclockwise
3200,102818,No gesture
3202,84317,Rolling Hand Forward
3207,113093,Pulling Hand In
3209,122412,Rolling Hand Forward
3211,43080,No gesture
3213,30551,No gesture
3217,53767,Turning Hand Counterclockwise
3219,57929,Rolling Hand Forward
3222,124977,Pushing Two Fingers Away
3225,111361,Rolling Hand Forward
3227,62708,No gesture
3236,71853,Turning Hand Counterclockwise
3238,9709,No gesture
3239,11245,No gesture
3241,32821,Sliding Two Fingers Left
3242,97271,No gesture
3243,33107,Sliding Two Fingers Left
3246,44331,Sliding Two Fingers Left
3249,15350,Turning Hand Counterclockwise
3252,138076,Sliding Two Fingers Down
3253,127917,Pulling Hand In
3261,12841,No gesture
3262,103927,Sliding Two Fingers Left
3274,47282,Sliding Two Fingers Right
3277,96994,Sliding Two Fingers Right
3278,73756,Sliding Two Fingers Left
3280,16759,Sliding Two Fingers Left
3281,73376,Shaking Hand
3287,13371,No gesture
3288,98107,Pushing Two Fingers Away
3292,62835,Thumb Up
3297,120627,Thumb Up
3300,8443,Turning Hand Counterclockwise
3301,111886,No gesture
3302,80236,Rolling Hand Forward
3304,73088,Pulling Hand In
3306,43577,Rolling Hand Forward
3308,19659,Shaking Hand
3312,61193,Pulling Hand In
3315,16395,Rolling Hand Forward
3319,12077,Thumb Up
3320,89239,Pushing Two Fingers Away
3322,140191,Sliding Two Fingers Down
3325,37688,Turning Hand Counterclockwise
3328,87488,Pulling Hand In
3332,62868,Sliding Two Fingers Left
3334,95433,Shaking Hand
3335,114729,Turning Hand Counterclockwise
3337,97551,Rolling Hand Forward
3341,56211,Rolling Hand Forward
3344,39639,Thumb Up
3346,66696,Rolling Hand Forward
3348,24421,Shaking Hand
3349,90283,Sliding Two Fingers Left
3358,91488,Shaking Hand
3361,9318,Sliding Two Fingers Right
3362,19882,Turning Hand Counterclockwise
3364,135425,Sliding Two Fingers Down
3367,136741,Pulling Hand In
3376,65610,Pulling Hand In
3377,96661,Turning Hand Counterclockwise
3379,102798,Thumb Up
3383,40521,Sliding Two Fingers Down
3385,130816,Sliding Two Fingers Right
3386,26183,Thumb Up
3387,69010,No gesture
3389,142810,Shaking Hand
3390,111372,No gesture
3391,77540,Rolling Hand Forward
3396,12763,Thumb Up
3402,120041,Pushing Two Fingers Away
3404,109287,Turning Hand Counterclockwise
3409,142254,No gesture
3411,135717,Thumb Up
3418,147665,Pushing Two Fingers Away
3420,57469,Turning Hand Counterclockwise
3421,137753,Pushing Two Fingers Away
3425,66944,Thumb Up
3427,54558,Rolling Hand Forward
3428,109466,Pulling Hand In
3433,74522,Thumb Up
3435,46696,Pulling Hand In
3443,27743,Thumb Up
3449,67341,Pulling Hand In
3455,62591,Rolling Hand Forward
3456,35720,Sliding Two Fingers Down
3458,8323,Sliding Two Fingers Right
3459,33363,Sliding Two Fingers Right
3460,36230,Turning Hand Counterclockwise
3461,43300,Shaking Hand
3468,100737,Pulling Hand In
3469,35480,Thumb Up
3476,117854,Pulling Hand In
3478,67552,Pulling Hand In
3482,24836,No gesture
3487,120474,Thumb Up
3488,108283,Rolling Hand Forward
3489,55351,Rolling Hand Forward
3492,107527,No gesture
3493,17777,Pulling Hand In
3495,77760,Sliding Two Fingers Left
3496,18443,Sliding Two Fingers Right
3500,118985,Sliding Two Fingers Right
3502,84694,Shaking Hand
3504,83444,Rolling Hand Forward
3505,80168,Pushing Two Fingers Away
3509,29393,Pushing Two Fingers Away
3514,97068,Thumb Up
3522,82876,Sliding Two Fingers Left
3523,37674,Pushing Two Fingers Away
3525,84157,Turning Hand Counterclockwise
3527,10952,Pushing Two Fingers Away
3529,113473,Pulling Hand In
3538,123045,Sliding Two Fingers Left
3541,47918,Pulling Hand In
3545,99950,Pushing Two Fingers Away
3549,46462,No gesture
3551,93397,Pulling Hand In
3552,41018,Sliding Two Fingers Down
3555,136877,Sliding Two Fingers Down
3557,105623,Rolling Hand Forward
3558,21927,Sliding Two Fingers Right
3560,111797,Sliding Two Fingers Right
3561,84096,No gesture
3562,44536,Shaking Hand
3565,86532,Pushing Two Fingers Away
3567,86321,No gesture
3568,42958,Pushing Two Fingers Away
3574,99415,Rolling Hand Forward
3575,66103,Pushing Two Fingers Away
3579,11455,Sliding Two Fingers Right
3581,64600,Pulling Hand In
3582,146737,Pushing Two Fingers Away
3588,118073,Shaking Hand
3593,32525,Sliding Two Fingers Right
3597,78314,Rolling Hand Forward
3599,8297,Pulling Hand In
3600,9139,Rolling Hand Forward
3604,99309,Sliding Two Fingers Left
3605,135653,Sliding Two Fingers Left
3608,74794,No gesture
3610,146728,Rolling Hand Forward
3614,10239,Sliding Two Fingers Left
3616,21680,Pulling Hand In
3617,11898,Turning Hand Counterclockwise
3621,147618,Shaking Hand
3624,147457,Sliding Two Fingers Right
3629,67048,Thumb Up
3631,90630,Thumb Up
3632,102038,Thumb Up
3634,42758,Rolling Hand Forward
3635,39343,Pulling Hand In
3638,14408,Pushing Two Fingers Away
3640,109047,Shaking Hand
3641,19878,Sliding Two Fingers Left
3645,16323,Sliding Two Fingers Left
3649,43064,Shaking Hand
3651,111889,Sliding Two Fingers Right
3652,110637,Rolling Hand Forward
3653,72756,Rolling Hand Forward
3654,130300,Rolling Hand Forward
3659,61361,No gesture
3660,45776,Pushing Two Fingers Away
3661,108866,Shaking Hand
3668,22993,Rolling Hand Forward
3669,116101,Sliding Two Fingers Down
3670,117860,Pulling Hand In
3672,37446,No gesture
3673,30415,Sliding Two Fingers Right
3675,140906,Rolling Hand Forward
3677,63377,Pulling Hand In
3679,34544,Sliding Two Fingers Right
3684,52739,Turning Hand Counterclockwise
3685,78232,Sliding Two Fingers Right
3687,138657,Thumb Up
3688,98661,Pulling Hand In
3689,14568,Pulling Hand In
3691,15220,Pushing Two Fingers Away
3692,635,No gesture
3693,81238,Rolling Hand Forward
3698,12549,Sliding Two Fingers Right
3704,83213,Pulling Hand In
3707,3052,Pushing Two Fingers Away
3708,64643,Thumb Up
3710,110574,No gesture
3712,15563,Turning Hand Counterclockwise
3713,57371,Turning Hand Counterclockwise
3714,61325,Pulling Hand In
3717,59261,Sliding Two Fingers Down
3718,65338,Thumb Up
3720,36266,No gesture
3723,77518,Thumb Up
3724,42124,Sliding Two Fingers Left
3725,42999,Turning Hand Counterclockwise
3728,36023,Thumb Up
3732,130352,Sliding Two Fingers Right
3734,136208,Sliding Two Fingers Right
3737,103451,Pulling Hand In
3738,42814,Pushing Two Fingers Away
3739,27877,Sliding Two Fingers Down
3740,20091,Shaking Hand
3742,24165,Pulling Hand In
3744,57651,Sliding Two Fingers Left
3747,97633,Sliding Two Fingers Left
3748,142611,Sliding Two Fingers Right
3750,120283,Thumb Up
3752,3128,Turning Hand Counterclockwise
3753,58552,Turning Hand Counterclockwise
3755,105875,Turning Hand Counterclockwise
3756,27261,Shaking Hand
3763,873,Sliding Two Fingers Left
3766,64330,Shaking Hand
3770,111286,Pulling Hand In
3780,60485,Sliding Two Fingers Down
3781,64289,No gesture
3787,60980,Turning Hand Counterclockwise
3791,125112,Turning Hand Counterclockwise
3799,126152,Sliding Two Fingers Left
3803,85497,No gesture
3804,15479,Sliding Two Fingers Down
3806,22761,Sliding Two Fingers Left
3812,128163,Pulling Hand In
3813,140793,Sliding Two Fingers Left
3814,106148,Thumb Up
3822,42392,Pulling Hand In
3827,126732,No gesture
3830,145263,No gesture
3834,40716,Sliding Two Fingers Left
3838,140859,Thumb Up
3839,133502,Thumb Up
3841,121202,Sliding Two Fingers Right
3843,25437,Pulling Hand In
3844,105962,Sliding Two Fingers Right
3847,143951,Pushing Two Fingers Away
3848,79094,Pushing Two Fingers Away
3849,41296,Sliding Two Fingers Right
3853,131358,Sliding Two Fingers Right
3854,7852,Sliding Two Fingers Down
3855,130372,Sliding Two Fingers Down
3857,3402,Sliding Two Fingers Right
3862,128000,Sliding Two Fingers Left
3865,103242,Turning Hand Counterclockwise
3866,137624,Sliding Two Fingers Left
3870,137117,Sliding Two Fingers Left
3872,131199,Sliding Two Fingers Right
3876,73612,Sliding Two Fingers Right
3877,7936,Pushing Two Fingers Away
3878,62641,Sliding Two Fingers Down
3880,140344,Shaking Hand
3881,71531,Thumb Up
3883,27871,Pushing Two Fingers Away
3894,93401,Sliding Two Fingers Down
3898,109175,Pulling Hand In
3899,1410,Rolling Hand Forward
3903,79845,Pushing Two Fingers Away
3917,102023,Rolling Hand Forward
3918,55468,Pushing Two Fingers Away
3919,109766,Pushing Two Fingers Away
3921,26429,Rolling Hand Forward
3922,7401,Thumb Up
3923,115114,Thumb Up
3925,45099,Thumb Up
3931,39385,Turning Hand Counterclockwise
3939,77444,Thumb Up
3941,140868,Pulling Hand In
3948,110189,Thumb Up
3951,139164,Turning Hand Counterclockwise
3952,123089,Pulling Hand In
3953,112140,Rolling Hand Forward
3958,137286,Turning Hand Counterclockwise
3959,100924,Turning Hand Counterclockwise
3962,6568,Pushing Two Fingers Away
3963,93801,Rolling Hand Forward
3967,15904,Sliding Two Fingers Down
3968,137072,No gesture
3969,114234,Thumb Up
3973,5423,Pulling Hand In
3976,65334,Pushing Two Fingers Away
3986,60442,Thumb Up
3990,74416,Sliding Two Fingers Right
3991,98620,Shaking Hand
3993,111569,Thumb Up
3996,2680,Sliding Two Fingers Left
3998,118189,Pulling Hand In
3999,74926,Thumb Up
4001,17001,Sliding Two Fingers Right
4002,55105,Shaking Hand
4003,61531,No gesture
4006,106241,Sliding Two Fingers Left
4007,99414,No gesture
4008,99834,Turning Hand Counterclockwise
4015,41786,Thumb Up
4017,43923,Sliding Two Fingers Down
4022,136162,No gesture
4023,137727,Sliding Two Fingers Right
4025,26393,Sliding Two Fingers Left
4028,147623,Sliding Two Fingers Left
4033,111980,Pulling Hand In
4037,76766,No gesture
4043,2570,Turning Hand Counterclockwise
4046,135127,No gesture
4050,107282,Thumb Up
4051,125568,Pulling Hand In
4055,81431,Sliding Two Fingers Left
4057,33209,Shaking Hand
4058,129783,Pulling Hand In
4059,16101,No gesture
4060,144519,Pulling Hand In
4062,9389,Thumb Up
4063,23582,Pushing Two Fingers Away
4064,40518,Pulling Hand In
4065,118976,Pulling Hand In
4073,117561,Sliding Two Fingers Down
4075,48953,Sliding Two Fingers Left
4076,40006,Sliding Two Fingers Down
4078,25217,Sliding Two Fingers Right
4082,130389,Pulling Hand In
4084,121182,Sliding Two Fingers Down
4089,106900,Pushing Two Fingers Away
4095,12260,Thumb Up
4096,141022,Shaking Hand
4098,49793,Pushing Two Fingers Away
4099,146037,Pushing Two Fingers Away
4100,139076,Sliding Two Fingers Down
4111,43461,Sliding Two Fingers Down
4112,115589,Sliding Two Fingers Left
4117,103236,Pulling Hand In
4118,61791,Sliding Two Fingers Down
4123,80454,Sliding Two Fingers Left
4126,60579,Pushing Two Fingers Away
4136,136857,Pushing Two Fingers Away
4140,81122,Thumb Up
4143,131582,Turning Hand Counterclockwise
4145,34249,Rolling Hand Forward
4146,62318,Turning Hand Counterclockwise
4148,3584,Sliding Two Fingers Left
4150,38840,Pushing Two Fingers Away
4151,6513,Sliding Two Fingers Left
4153,64851,No gesture
4154,33426,Pulling Hand In
4157,6931,Shaking Hand
4158,27166,Sliding Two Fingers Down
4164,23141,Sliding Two Fingers Down
4165,135050,No gesture
4172,68067,Thumb Up
4175,147449,Turning Hand Counterclockwise
4176,1674,Pulling Hand In
4181,6000,Pulling Hand In
4188,108894,Rolling Hand Forward
4191,126526,Pulling Hand In
4194,51581,Pulling Hand In
4196,59133,Pulling Hand In
4197,82185,Rolling Hand Forward
4198,63301,Pulling Hand In
4199,55074,Sliding Two Fingers Down
4200,96855,Thumb Up
4201,31794,Sliding Two Fingers Left
4206,40238,Pulling Hand In
4210,113043,No gesture
4211,80866,Sliding Two Fingers Left
4212,119762,Turning Hand Counterclockwise
4213,58915,No gesture
4215,34241,Shaking Hand
4217,39008,No gesture
4219,48626,Sliding Two Fingers Right
4220,24066,Pushing Two Fingers Away
4221,119379,Sliding Two Fingers Down
4227,110209,Sliding Two Fingers Left
4228,95506,Sliding Two Fingers Down
4229,34985,Turning Hand Counterclockwise
4231,59868,Turning Hand Counterclockwise
4235,74680,Sliding Two Fingers Down
4237,62301,Shaking Hand
4240,142341,Thumb Up
4242,8017,Thumb Up
4247,46515,Sliding Two Fingers Down
4252,146175,Pulling Hand In
4253,98460,Sliding Two Fingers Left
4254,50748,Turning Hand Counterclockwise
4258,78682,Sliding Two Fingers Down
4261,23222,Turning Hand Counterclockwise
4266,77429,Pushing Two Fingers Away
4271,145917,Pulling Hand In
4272,45052,No gesture
4273,142334,Rolling Hand Forward
4278,64383,Sliding Two Fingers Down
4280,75360,Shaking Hand
4281,61951,Pushing Two Fingers Away
4287,54731,Thumb Up
